Unnamed: 0,age,gender,year_in_school,major,monthly_income,financial_aid,tuition,housing,food,transportation,books_supplies,entertainment,personal_care,technology,health_wellness,miscellaneous,preferred_payment_method,personal_expenses,education_expenses,daily_essentials_expenses,discretionary_expenses
462,21,Female,Junior,Economics,1415,561,3083,967,347,114,175,100,30,166,162,120,Credit/Debit Card,192,3258,461,220
463,18,Male,Freshman,Engineering,948,739,3799,812,344,111,205,139,94,249,107,43,Credit/Debit Card,201,4004,455,182
464,21,Non-binary,Junior,Biology,1010,248,3146,972,356,170,60,67,54,77,124,100,Mobile Payment App,178,3206,526,167
465,19,Female,Sophomore,Biology,873,549,3887,423,111,120,166,116,68,255,137,30,Credit/Debit Card,205,4053,231,146
466,19,Female,Sophomore,Computer Science,921,148,4073,677,212,78,173,52,33,141,161,69,Cash,194,4246,290,121
467,19,Female,Freshman,Engineering,1459,285,4511,619,299,145,295,96,71,95,35,170,Mobile Payment App,106,4806,444,266
468,25,Male,Freshman,Biology,672,213,3980,420,362,64,290,131,53,201,102,83,Credit/Debit Card,155,4270,426,214
469,23,Non-binary,Senior,Engineering,1461,299,4335,500,120,65,112,83,41,83,54,107,Mobile Payment App,95,4447,185,190
470,24,Male,Senior,Psychology,1492,644,4495,468,234,76,205,58,80,159,157,66,Credit/Debit Card,237,4700,310,124
471,19,Male,Senior,Computer Science,627,995,5863,937,188,177,155,137,97,117,172,180,Cash,269,6018,365,317
472,23,Male,Freshman,Computer Science,961,87,5819,781,393,56,155,64,86,146,63,48,Mobile Payment App,149,5974,449,112
473,22,Male,Senior,Engineering,954,134,3455,664,332,183,227,36,69,180,45,68,Credit/Debit Card,114,3682,515,104
474,20,Non-binary,Junior,Biology,1486,958,5843,757,119,135,72,114,47,82,93,136,Mobile Payment App,140,5915,254,250
475,24,Female,Freshman,Psychology,1331,681,5918,949,335,125,258,94,94,171,34,127,Mobile Payment App,128,6176,460,221
476,21,Female,Senior,Computer Science,551,492,3257,930,335,59,61,41,60,59,146,151,Cash,206,3318,394,192
477,18,Non-binary,Senior,Biology,1352,475,5868,718,264,196,151,114,26,244,65,57,Credit/Debit Card,91,6019,460,171
478,22,Female,Senior,Engineering,1437,204,3820,497,319,161,217,23,81,67,125,149,Mobile Payment App,206,4037,480,172
479,25,Non-binary,Sophomore,Biology,1146,504,4965,707,295,127,114,97,30,141,63,24,Mobile Payment App,93,5079,422,121
480,21,Male,Freshman,Biology,1341,899,3133,850,364,183,262,129,26,188,94,130,Credit/Debit Card,120,3395,547,259
481,25,Female,Sophomore,Biology,1331,227,5479,750,155,184,88,87,72,87,157,53,Mobile Payment App,229,5567,339,140
482,25,Male,Freshman,Computer Science,1195,845,3900,624,258,183,178,122,91,271,53,94,Mobile Payment App,144,4078,441,216
483,24,Non-binary,Sophomore,Psychology,1247,269,5692,638,158,196,190,92,88,174,100,68,Cash,188,5882,354,160
484,25,Female,Senior,Biology,663,798,5418,420,389,97,282,144,84,149,123,167,Cash,207,5700,486,311
485,23,Female,Senior,Engineering,861,776,4227,924,143,190,208,114,82,119,172,71,Credit/Debit Card,254,4435,333,185
486,23,Male,Senior,Economics,568,340,3025,620,300,92,233,75,52,296,191,109,Credit/Debit Card,243,3258,392,184
487,20,Female,Senior,Psychology,802,254,4626,568,179,64,265,124,51,117,158,123,Credit/Debit Card,209,4891,243,247
488,24,Male,Freshman,Economics,821,414,5858,719,174,133,52,76,65,142,66,39,Cash,131,5910,307,115
489,19,Female,Freshman,Computer Science,1009,770,4354,511,300,189,156,150,54,270,146,46,Credit/Debit Card,200,4510,489,196
490,19,Non-binary,Junior,Computer Science,526,633,3093,940,215,109,54,31,80,193,192,42,Mobile Payment App,272,3147,324,73
491,22,Female,Junior,Computer Science,502,755,3717,473,153,54,53,92,50,290,144,70,Mobile Payment App,194,3770,207,162
492,19,Non-binary,Freshman,Biology,860,550,5703,503,203,171,117,29,31,87,82,196,Mobile Payment App,113,5820,374,225
493,18,Non-binary,Junior,Economics,1420,576,5141,835,168,102,277,57,47,260,86,196,Cash,133,5418,270,253
494,21,Female,Senior,Computer Science,540,931,4582,651,221,135,100,21,39,75,72,183,Mobile Payment App,111,4682,356,204
495,25,Non-binary,Freshman,Psychology,737,995,4234,562,288,62,293,103,89,281,31,162,Mobile Payment App,120,4527,350,265
496,22,Non-binary,Freshman,Psychology,503,57,3138,843,276,177,175,37,26,258,105,165,Cash,131,3313,453,202
497,22,Female,Freshman,Computer Science,673,972,5357,828,279,95,298,97,21,154,34,162,Mobile Payment App,55,5655,374,259
498,25,Female,Freshman,Psychology,681,115,5355,848,209,118,51,112,83,240,188,172,Cash,271,5406,327,284
499,22,Male,Freshman,Computer Science,1356,766,5387,599,347,200,238,77,65,190,72,196,Mobile Payment App,137,5625,547,273
500,25,Female,Sophomore,Computer Science,1062,390,3394,946,298,117,191,116,36,102,73,159,Credit/Debit Card,109,3585,415,275
501,18,Male,Sophomore,Economics,1399,653,3413,703,157,182,67,41,81,108,154,28,Cash,235,3480,339,69
502,19,Female,Junior,Engineering,1402,705,3268,715,305,134,87,100,100,228,103,144,Cash,203,3355,439,244
503,24,Non-binary,Sophomore,Engineering,1184,260,5610,490,376,168,183,102,73,183,85,123,Cash,158,5793,544,225
504,21,Male,Senior,Economics,743,351,3735,746,305,51,201,55,74,284,117,91,Cash,191,3936,356,146
505,25,Male,Sophomore,Biology,1384,490,3253,462,286,158,240,90,24,296,191,115,Mobile Payment App,215,3493,444,205
506,20,Male,Junior,Biology,997,641,4000,589,167,130,142,24,70,179,130,57,Credit/Debit Card,200,4142,297,81
507,24,Male,Senior,Engineering,618,109,4178,626,335,118,184,22,75,139,85,65,Credit/Debit Card,160,4362,453,87
508,25,Female,Junior,Psychology,1320,498,5329,559,236,122,262,95,61,164,108,65,Cash,169,5591,358,160
509,25,Male,Sophomore,Computer Science,959,522,4611,402,369,67,162,106,24,141,45,87,Cash,69,4773,436,193
510,20,Non-binary,Junior,Psychology,950,656,4369,916,207,97,90,42,78,284,75,48,Mobile Payment App,153,4459,304,90
511,24,Non-binary,Senior,Economics,1286,456,5916,973,263,60,108,115,22,116,63,168,Credit/Debit Card,85,6024,323,283
512,19,Non-binary,Freshman,Computer Science,893,312,4417,981,156,141,240,125,59,161,118,26,Cash,177,4657,297,151
513,18,Female,Freshman,Psychology,1126,891,4242,624,182,100,136,86,66,243,83,30,Cash,149,4378,282,116
514,22,Male,Sophomore,Biology,679,481,5466,674,180,152,147,133,58,67,130,159,Mobile Payment App,188,5613,332,292
515,25,Male,Freshman,Psychology,803,201,5914,859,143,173,143,142,96,170,103,30,Credit/Debit Card,199,6057,316,172
516,18,Female,Senior,Biology,664,115,3692,963,213,70,230,150,74,199,167,113,Credit/Debit Card,241,3922,283,263
517,18,Male,Senior,Computer Science,1500,777,5326,772,298,182,173,112,66,170,41,103,Cash,107,5499,480,215
518,22,Male,Junior,Psychology,1005,777,5596,865,158,56,113,102,71,249,148,196,Credit/Debit Card,219,5709,214,298
519,22,Female,Sophomore,Biology,883,640,5515,751,243,168,240,138,20,102,55,93,Credit/Debit Card,75,5755,411,231
520,18,Non-binary,Freshman,Biology,1428,327,5183,822,118,184,209,27,50,212,89,129,Cash,139,5392,302,156
521,21,Non-binary,Sophomore,Economics,906,449,3883,713,338,126,300,86,46,55,64,122,Cash,110,4183,464,208
522,18,Non-binary,Freshman,Computer Science,991,836,3317,518,315,98,82,139,94,130,145,151,Cash,239,3399,413,290
523,23,Female,Freshman,Engineering,1246,754,5420,504,372,107,222,104,31,163,116,182,Mobile Payment App,147,5642,479,286
524,22,Female,Freshman,Biology,1273,10,4229,887,168,197,134,140,60,236,95,136,Credit/Debit Card,155,4363,365,276
525,22,Male,Junior,Psychology,880,184,4706,415,105,182,266,58,68,277,176,36,Credit/Debit Card,244,4972,287,94
526,24,Non-binary,Junior,Computer Science,1356,328,5658,901,369,156,284,114,76,145,119,102,Credit/Debit Card,195,5942,525,216
527,23,Female,Junior,Economics,916,927,5244,411,249,157,173,69,71,255,83,189,Credit/Debit Card,154,5417,406,258
528,18,Non-binary,Freshman,Economics,1059,668,3940,836,175,131,168,30,81,215,178,31,Credit/Debit Card,259,4108,306,61
529,24,Female,Junior,Psychology,941,203,3048,617,214,113,233,109,49,266,73,176,Credit/Debit Card,122,3281,327,285
530,24,Male,Senior,Psychology,764,521,4504,828,142,117,163,73,32,299,51,51,Mobile Payment App,83,4667,259,124
531,25,Non-binary,Sophomore,Economics,983,670,4654,613,246,126,255,146,20,59,155,197,Cash,175,4909,372,343
532,18,Non-binary,Senior,Biology,1295,263,4502,647,112,137,172,106,88,108,42,32,Mobile Payment App,130,4674,249,138
533,22,Female,Sophomore,Computer Science,1301,883,4856,519,141,57,99,76,70,60,116,199,Cash,186,4955,198,275
534,22,Non-binary,Junior,Biology,829,369,5246,702,146,88,286,144,37,268,85,191,Cash,122,5532,234,335
535,22,Non-binary,Sophomore,Psychology,1296,1,4574,759,147,143,56,128,72,202,49,190,Credit/Debit Card,121,4630,290,318
536,21,Male,Freshman,Biology,1278,506,3566,513,360,81,145,48,70,252,94,140,Credit/Debit Card,164,3711,441,188
537,18,Female,Senior,Biology,725,148,4782,643,169,164,59,137,76,207,189,42,Credit/Debit Card,265,4841,333,179
538,20,Male,Senior,Biology,525,41,4603,889,187,85,118,24,85,75,158,108,Cash,243,4721,272,132
539,25,Non-binary,Junior,Biology,1006,293,3397,583,167,74,195,22,75,77,174,107,Mobile Payment App,249,3592,241,129
540,20,Male,Sophomore,Biology,872,661,5328,470,220,167,249,122,47,152,51,128,Mobile Payment App,98,5577,387,250
541,20,Non-binary,Senior,Engineering,549,302,5909,409,270,66,117,61,75,278,132,30,Credit/Debit Card,207,6026,336,91
542,20,Non-binary,Junior,Engineering,885,380,5717,726,135,60,60,69,27,127,87,179,Cash,114,5777,195,248
543,19,Female,Senior,Computer Science,1197,772,4227,695,180,91,104,106,31,177,48,21,Mobile Payment App,79,4331,271,127
544,25,Male,Senior,Psychology,539,429,5598,869,209,71,106,116,41,120,149,36,Cash,190,5704,280,152
545,22,Male,Sophomore,Computer Science,804,911,3810,577,291,167,294,64,64,266,134,137,Cash,198,4104,458,201
546,25,Non-binary,Sophomore,Economics,1109,289,3324,946,359,123,272,88,27,141,107,125,Mobile Payment App,134,3596,482,213
547,25,Female,Senior,Computer Science,1126,771,3126,823,374,125,215,90,77,242,112,99,Credit/Debit Card,189,3341,499,189
548,22,Non-binary,Junior,Economics,849,229,5145,830,364,113,118,60,35,237,175,192,Cash,210,5263,477,252
549,23,Non-binary,Sophomore,Psychology,503,158,4627,696,361,121,136,141,60,95,139,72,Credit/Debit Card,199,4763,482,213
550,20,Male,Senior,Biology,1293,449,3734,913,324,149,134,103,86,288,131,120,Mobile Payment App,217,3868,473,223
551,20,Male,Junior,Biology,903,96,4215,502,294,77,160,96,23,87,161,73,Credit/Debit Card,184,4375,371,169
552,23,Non-binary,Junior,Psychology,1149,685,5510,503,308,171,206,144,82,109,196,60,Credit/Debit Card,278,5716,479,204
553,20,Non-binary,Freshman,Biology,1363,536,3639,536,132,137,231,107,91,208,185,72,Mobile Payment App,276,3870,269,179
554,19,Non-binary,Junior,Engineering,1056,959,4665,593,100,157,214,113,50,286,87,200,Cash,137,4879,257,313
555,18,Male,Senior,Engineering,1245,80,3063,836,397,136,89,110,29,155,59,186,Mobile Payment App,88,3152,533,296
556,25,Female,Senior,Computer Science,1149,387,5744,849,301,112,162,141,74,89,107,108,Mobile Payment App,181,5906,413,249
557,19,Female,Freshman,Psychology,1226,798,4066,494,350,192,159,34,52,226,136,62,Cash,188,4225,542,96
558,22,Non-binary,Freshman,Engineering,965,387,3983,466,205,191,116,65,61,192,96,188,Mobile Payment App,157,4099,396,253
559,21,Male,Freshman,Engineering,1338,889,4956,658,179,79,151,116,30,116,191,24,Credit/Debit Card,221,5107,258,140
560,20,Male,Senior,Engineering,1414,811,5141,752,186,139,170,64,46,148,31,96,Credit/Debit Card,77,5311,325,160
561,24,Non-binary,Junior,Psychology,1232,648,5249,485,248,52,64,94,75,280,48,46,Mobile Payment App,123,5313,300,140
562,18,Male,Freshman,Engineering,528,612,4015,477,286,87,93,29,76,292,175,65,Cash,251,4108,373,94
563,22,Male,Sophomore,Computer Science,1377,500,4846,482,335,133,87,33,57,161,82,98,Credit/Debit Card,139,4933,468,131
564,23,Non-binary,Freshman,Computer Science,1078,857,4983,887,248,152,211,52,24,180,106,130,Credit/Debit Card,130,5194,400,182
565,20,Male,Sophomore,Computer Science,766,926,5019,898,226,60,174,86,22,188,147,111,Cash,169,5193,286,197
566,22,Non-binary,Senior,Engineering,1289,253,4960,529,229,59,182,35,64,96,123,77,Credit/Debit Card,187,5142,288,112
567,21,Male,Sophomore,Economics,887,825,4948,731,309,194,60,109,86,126,177,140,Cash,263,5008,503,249
568,18,Male,Sophomore,Biology,1040,721,3004,919,206,81,197,48,60,159,132,70,Cash,192,3201,287,118
569,21,Female,Senior,Engineering,940,973,5912,951,352,108,62,62,70,249,98,150,Credit/Debit Card,168,5974,460,212
570,25,Male,Sophomore,Biology,895,924,5734,489,157,94,92,21,23,261,57,113,Mobile Payment App,80,5826,251,134
571,25,Male,Sophomore,Psychology,1113,378,3901,533,201,133,156,146,61,144,81,87,Credit/Debit Card,142,4057,334,233
572,24,Non-binary,Freshman,Biology,982,563,5027,830,264,126,213,52,62,296,157,54,Cash,219,5240,390,106
573,22,Male,Freshman,Psychology,1401,392,5008,769,331,149,280,38,33,100,150,167,Credit/Debit Card,183,5288,480,205
574,18,Male,Sophomore,Psychology,772,72,5891,765,359,133,51,23,61,250,128,171,Mobile Payment App,189,5942,492,194
575,20,Male,Senior,Economics,912,387,3866,487,261,199,225,115,34,184,197,144,Credit/Debit Card,231,4091,460,259
576,23,Female,Sophomore,Economics,946,859,5240,409,380,179,148,81,59,101,139,96,Cash,198,5388,559,177
577,23,Non-binary,Junior,Biology,834,858,4874,565,127,102,216,119,93,143,144,82,Mobile Payment App,237,5090,229,201
578,24,Male,Freshman,Psychology,695,457,3265,438,340,77,109,63,24,201,137,82,Cash,161,3374,417,145
579,20,Male,Sophomore,Biology,1479,398,5517,854,238,93,254,118,22,143,36,67,Cash,58,5771,331,185
580,21,Non-binary,Sophomore,Economics,994,469,3783,415,144,172,133,41,88,284,116,199,Mobile Payment App,204,3916,316,240
581,25,Female,Sophomore,Biology,843,555,5071,604,126,195,193,107,53,159,49,72,Mobile Payment App,102,5264,321,179
582,21,Non-binary,Junior,Biology,1412,671,6000,917,295,191,103,22,85,297,62,140,Mobile Payment App,147,6103,486,162
583,22,Male,Junior,Computer Science,727,238,5354,733,325,182,155,42,81,220,199,176,Credit/Debit Card,280,5509,507,218
584,25,Male,Sophomore,Computer Science,622,642,4637,862,290,200,266,21,44,229,168,77,Mobile Payment App,212,4903,490,98
585,23,Female,Senior,Computer Science,1392,197,3161,954,287,101,168,55,52,180,135,99,Credit/Debit Card,187,3329,388,154
586,19,Male,Sophomore,Computer Science,1491,809,4924,792,191,144,287,81,36,223,104,186,Credit/Debit Card,140,5211,335,267
587,22,Non-binary,Junior,Engineering,1038,540,4378,791,202,93,184,105,48,254,79,160,Mobile Payment App,127,4562,295,265
588,24,Female,Junior,Biology,854,501,3269,990,249,198,247,135,27,53,98,67,Mobile Payment App,125,3516,447,202
589,21,Male,Sophomore,Biology,1415,688,5211,857,254,156,275,148,54,227,119,87,Cash,173,5486,410,235
590,18,Non-binary,Senior,Economics,1136,434,4522,642,144,121,219,149,80,188,54,146,Mobile Payment App,134,4741,265,295
591,22,Non-binary,Senior,Computer Science,971,100,3645,979,163,134,50,85,86,267,193,80,Credit/Debit Card,279,3695,297,165
592,20,Non-binary,Senior,Economics,1115,31,5206,442,332,149,229,116,69,272,103,160,Mobile Payment App,172,5435,481,276
593,20,Non-binary,Freshman,Biology,523,279,4777,417,256,188,156,105,77,191,137,41,Cash,214,4933,444,146
594,24,Non-binary,Junior,Psychology,533,815,5620,850,203,166,220,91,34,235,39,138,Credit/Debit Card,73,5840,369,229
595,19,Female,Sophomore,Psychology,1129,832,3885,691,131,147,218,38,38,292,168,100,Cash,206,4103,278,138
596,22,Non-binary,Senior,Economics,739,883,3099,900,281,111,108,121,29,161,137,46,Credit/Debit Card,166,3207,392,167
597,18,Female,Senior,Engineering,1099,423,3690,973,287,98,270,146,100,136,128,129,Mobile Payment App,228,3960,385,275
598,25,Non-binary,Junior,Psychology,610,148,5414,887,256,57,209,84,76,220,184,104,Mobile Payment App,260,5623,313,188
599,23,Male,Junior,Biology,1305,642,5566,844,274,120,178,28,28,179,122,73,Credit/Debit Card,150,5744,394,101
600,23,Female,Freshman,Engineering,1263,744,3369,825,141,117,135,45,39,159,158,114,Cash,197,3504,258,159
601,23,Female,Freshman,Engineering,656,836,3586,770,172,111,261,78,99,177,145,74,Cash,244,3847,283,152
602,22,Female,Junior,Economics,975,406,3855,752,249,93,122,125,56,181,103,50,Credit/Debit Card,159,3977,342,175
603,25,Male,Freshman,Computer Science,1459,996,4957,892,142,51,243,128,83,131,64,35,Mobile Payment App,147,5200,193,163
604,25,Non-binary,Junior,Biology,1302,115,3265,561,252,88,196,84,27,158,125,121,Mobile Payment App,152,3461,340,205
605,18,Female,Senior,Computer Science,1115,709,4745,733,262,118,197,97,79,182,32,52,Mobile Payment App,111,4942,380,149
606,24,Non-binary,Freshman,Engineering,816,658,4614,498,181,103,54,67,68,288,163,141,Mobile Payment App,231,4668,284,208
607,24,Non-binary,Freshman,Engineering,1358,32,5658,696,136,77,216,70,89,103,90,163,Mobile Payment App,179,5874,213,233
608,20,Female,Junior,Psychology,1054,87,5634,998,266,170,191,137,100,175,94,81,Cash,194,5825,436,218
609,24,Non-binary,Freshman,Engineering,1372,208,4545,669,262,76,211,138,83,291,73,109,Credit/Debit Card,156,4756,338,247
610,24,Non-binary,Sophomore,Engineering,1101,508,3718,423,341,155,291,111,75,263,122,52,Mobile Payment App,197,4009,496,163
611,23,Male,Junior,Engineering,1258,939,4662,745,250,121,238,101,60,263,34,113,Cash,94,4900,371,214
612,23,Male,Freshman,Biology,1399,663,4775,612,289,169,116,148,74,239,199,82,Cash,273,4891,458,230
613,21,Male,Senior,Biology,1469,592,5685,505,272,56,239,23,57,161,107,183,Cash,164,5924,328,206
614,23,Male,Sophomore,Engineering,560,300,4954,554,100,122,174,109,92,188,68,115,Cash,160,5128,222,224
615,24,Male,Freshman,Engineering,527,337,5328,462,349,171,288,145,92,241,120,125,Credit/Debit Card,212,5616,520,270
616,20,Male,Freshman,Biology,1165,282,3264,869,132,91,255,56,37,85,187,61,Mobile Payment App,224,3519,223,117
617,25,Male,Junior,Computer Science,996,692,4653,765,351,148,243,31,58,74,191,176,Credit/Debit Card,249,4896,499,207
618,24,Male,Junior,Engineering,630,528,4001,921,377,193,87,142,60,155,51,58,Cash,111,4088,570,200
619,19,Male,Junior,Engineering,542,205,4638,838,332,67,237,74,80,205,116,175,Mobile Payment App,196,4875,399,249
620,19,Non-binary,Freshman,Psychology,648,929,4294,696,267,104,215,79,96,286,35,44,Credit/Debit Card,131,4509,371,123
621,22,Non-binary,Senior,Computer Science,639,699,4625,463,338,80,265,51,80,295,103,137,Credit/Debit Card,183,4890,418,188
622,18,Non-binary,Sophomore,Engineering,729,665,4464,670,378,122,191,145,94,198,169,101,Cash,263,4655,500,246
623,19,Male,Junior,Computer Science,1021,473,4614,875,282,57,191,42,40,153,106,157,Mobile Payment App,146,4805,339,199
624,23,Male,Senior,Economics,1229,794,4968,953,216,85,85,143,37,280,94,185,Credit/Debit Card,131,5053,301,328
625,21,Male,Junior,Engineering,660,207,5365,547,194,59,112,98,23,229,168,64,Credit/Debit Card,191,5477,253,162
626,21,Non-binary,Freshman,Computer Science,1343,6,3103,759,238,75,289,107,41,170,89,44,Cash,130,3392,313,151
627,25,Non-binary,Junior,Computer Science,833,410,4562,525,330,50,245,112,89,132,137,155,Cash,226,4807,380,267
628,22,Male,Freshman,Computer Science,555,51,5060,534,354,69,64,33,48,76,42,26,Cash,90,5124,423,59
629,22,Male,Freshman,Engineering,541,94,5373,409,264,79,288,59,43,113,175,33,Credit/Debit Card,218,5661,343,92
630,22,Non-binary,Senior,Economics,748,296,3962,721,389,71,108,89,93,106,186,170,Credit/Debit Card,279,4070,460,259
631,21,Female,Sophomore,Engineering,1477,497,4287,851,296,53,95,134,61,143,87,134,Cash,148,4382,349,268
632,22,Non-binary,Senior,Biology,1236,189,5655,773,175,145,256,122,60,143,118,169,Credit/Debit Card,178,5911,320,291
633,25,Male,Freshman,Biology,592,657,3801,939,137,127,280,59,75,265,70,85,Cash,145,4081,264,144
634,25,Female,Senior,Computer Science,558,830,4642,895,349,89,273,45,83,79,122,143,Mobile Payment App,205,4915,438,188
635,23,Male,Sophomore,Engineering,925,414,4123,776,178,106,268,105,39,201,144,108,Credit/Debit Card,183,4391,284,213
636,18,Male,Senior,Computer Science,719,498,3780,494,312,149,111,126,73,60,57,169,Mobile Payment App,130,3891,461,295
637,24,Female,Junior,Engineering,981,875,3266,852,201,167,102,118,72,124,62,110,Credit/Debit Card,134,3368,368,228
638,25,Non-binary,Senior,Economics,1381,882,3704,464,269,88,257,105,47,106,135,66,Credit/Debit Card,182,3961,357,171
639,18,Non-binary,Sophomore,Biology,929,126,3357,615,324,73,162,150,58,211,87,77,Cash,145,3519,397,227
640,24,Male,Junior,Biology,1245,906,5452,459,255,128,95,44,47,288,195,191,Mobile Payment App,242,5547,383,235
641,20,Female,Junior,Economics,691,340,3798,748,152,53,262,118,91,112,163,71,Mobile Payment App,254,4060,205,189
642,24,Female,Freshman,Psychology,1326,499,5353,852,129,166,183,91,85,291,54,141,Credit/Debit Card,139,5536,295,232
643,18,Non-binary,Junior,Psychology,1000,203,5199,559,371,104,144,70,63,102,95,105,Credit/Debit Card,158,5343,475,175
644,25,Male,Junior,Computer Science,592,662,5221,694,119,93,275,92,58,52,180,160,Credit/Debit Card,238,5496,212,252
645,22,Male,Senior,Economics,1227,226,3658,951,218,199,238,73,79,112,196,67,Mobile Payment App,275,3896,417,140
646,20,Female,Sophomore,Engineering,575,534,5231,506,378,66,141,66,75,56,153,99,Cash,228,5372,444,165
647,19,Female,Junior,Engineering,1298,323,3510,444,222,168,221,98,61,175,133,69,Credit/Debit Card,194,3731,390,167
648,23,Male,Sophomore,Engineering,1141,482,3621,572,121,184,108,41,55,93,126,86,Cash,181,3729,305,127
649,25,Male,Senior,Biology,703,654,5926,735,295,100,278,39,80,139,178,190,Credit/Debit Card,258,6204,395,229
650,23,Female,Freshman,Economics,929,160,3445,418,213,83,159,87,54,55,198,135,Mobile Payment App,252,3604,296,222
651,23,Non-binary,Junior,Engineering,1415,970,3694,513,148,157,297,104,42,294,154,161,Mobile Payment App,196,3991,305,265
652,18,Non-binary,Senior,Engineering,1359,387,5747,995,263,193,246,32,23,152,110,120,Credit/Debit Card,133,5993,456,152
653,23,Male,Freshman,Biology,1162,720,5880,630,259,117,113,127,94,126,89,130,Cash,183,5993,376,257
654,18,Female,Sophomore,Biology,663,304,5655,632,176,89,215,57,61,51,56,107,Credit/Debit Card,117,5870,265,164
655,18,Non-binary,Freshman,Economics,1432,9,5568,929,224,108,265,69,22,102,120,151,Credit/Debit Card,142,5833,332,220
656,20,Non-binary,Freshman,Computer Science,663,823,3637,695,191,147,277,23,73,212,188,179,Mobile Payment App,261,3914,338,202
657,18,Non-binary,Senior,Economics,1327,109,3975,940,363,153,157,88,98,119,52,20,Credit/Debit Card,150,4132,516,108
658,22,Male,Senior,Psychology,1045,359,5381,610,269,71,209,49,83,291,168,183,Credit/Debit Card,251,5590,340,232
659,21,Male,Junior,Computer Science,619,605,3238,793,380,89,87,135,36,209,92,84,Credit/Debit Card,128,3325,469,219
660,21,Non-binary,Freshman,Economics,815,905,3053,433,355,84,241,89,67,262,141,41,Cash,208,3294,439,130
661,20,Non-binary,Freshman,Biology,728,399,5128,967,152,139,293,96,39,287,184,157,Cash,223,5421,291,253
662,21,Male,Senior,Economics,941,831,3687,722,390,135,81,131,69,124,107,38,Mobile Payment App,176,3768,525,169
663,18,Male,Freshman,Psychology,1176,43,3352,838,211,60,278,121,21,108,87,164,Credit/Debit Card,108,3630,271,285
664,22,Non-binary,Sophomore,Computer Science,1092,574,3997,731,187,93,151,63,55,96,169,118,Credit/Debit Card,224,4148,280,181
665,18,Female,Sophomore,Biology,1439,526,3394,896,176,86,134,63,52,150,175,129,Mobile Payment App,227,3528,262,192
666,22,Male,Senior,Economics,816,616,3461,543,350,101,90,103,24,245,44,150,Credit/Debit Card,68,3551,451,253
667,18,Male,Junior,Biology,1413,775,4715,457,264,71,250,127,54,152,91,120,Cash,145,4965,335,247
668,24,Female,Sophomore,Biology,1076,355,4596,464,134,99,167,97,34,77,51,149,Cash,85,4763,233,246
669,21,Female,Sophomore,Economics,559,169,5303,431,222,103,237,80,56,188,78,176,Credit/Debit Card,134,5540,325,256
670,23,Male,Sophomore,Engineering,1144,800,3881,405,381,130,179,106,94,216,82,50,Credit/Debit Card,176,4060,511,156
671,20,Non-binary,Junior,Psychology,1296,113,5452,462,191,69,238,93,51,155,187,102,Credit/Debit Card,238,5690,260,195
672,24,Male,Senior,Engineering,958,902,4579,425,262,156,72,137,21,282,82,135,Cash,103,4651,418,272
673,25,Male,Junior,Economics,775,709,4195,680,115,182,84,128,26,106,112,93,Credit/Debit Card,138,4279,297,221
674,25,Non-binary,Junior,Economics,1483,519,4676,970,145,168,270,23,39,72,106,186,Mobile Payment App,145,4946,313,209
675,19,Male,Junior,Biology,1304,232,4540,651,184,102,191,148,67,268,45,50,Mobile Payment App,112,4731,286,198
676,24,Female,Sophomore,Biology,1400,892,4726,749,359,163,294,132,20,208,148,82,Mobile Payment App,168,5020,522,214
677,24,Non-binary,Freshman,Computer Science,1440,869,5852,759,271,75,187,77,66,295,196,71,Mobile Payment App,262,6039,346,148
678,22,Female,Freshman,Economics,1460,650,3562,771,311,62,265,53,96,112,37,77,Credit/Debit Card,133,3827,373,130
679,20,Non-binary,Junior,Biology,1379,714,4758,927,192,119,288,137,59,95,194,33,Credit/Debit Card,253,5046,311,170
680,18,Female,Junior,Computer Science,942,545,5805,914,108,50,206,24,56,54,188,70,Mobile Payment App,244,6011,158,94
681,25,Non-binary,Junior,Biology,740,871,4194,473,366,83,156,62,33,86,81,78,Cash,114,4350,449,140
682,18,Female,Sophomore,Psychology,1186,733,5923,541,291,111,114,42,49,73,166,131,Cash,215,6037,402,173
683,23,Male,Junior,Biology,731,812,5637,582,148,74,234,27,68,158,81,48,Cash,149,5871,222,75
684,20,Male,Junior,Economics,1347,735,5563,974,310,98,167,35,43,298,182,37,Cash,225,5730,408,72
685,19,Female,Freshman,Biology,1085,417,4680,705,159,182,295,132,66,105,185,54,Cash,251,4975,341,186
686,22,Male,Senior,Biology,665,401,3645,967,151,50,232,118,75,182,181,148,Mobile Payment App,256,3877,201,266
687,22,Male,Freshman,Economics,1422,674,5030,663,332,148,251,130,61,187,124,117,Cash,185,5281,480,247
688,24,Male,Freshman,Biology,1366,319,3549,921,389,127,146,44,93,224,151,30,Mobile Payment App,244,3695,516,74
689,21,Female,Sophomore,Engineering,714,645,3751,853,149,66,184,35,21,219,176,72,Mobile Payment App,197,3935,215,107
690,25,Male,Freshman,Psychology,1259,139,4943,747,200,94,226,142,39,140,95,65,Credit/Debit Card,134,5169,294,207
691,19,Female,Senior,Economics,975,939,3256,936,368,179,165,144,89,52,48,120,Mobile Payment App,137,3421,547,264
692,24,Female,Senior,Engineering,1420,235,3609,841,151,190,175,20,97,57,154,71,Cash,251,3784,341,91
693,24,Non-binary,Sophomore,Engineering,604,751,3687,554,217,66,188,122,32,169,69,150,Cash,101,3875,283,272
